,City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
900,Delhi,2015-01-08 12:00:00,291.2,178.9,7.6,124.8,67.0,41.7,8.23,9.2,162.0,5.86,19.38,3.86,6.8,Poor
905,Delhi,2015-01-08 13:00:00,407.8,524.0,52.3,42.2,136.4,26.3,7.41,26.2,157.6,4.07,4.65,3.51,98.2,Very Poor
910,Delhi,2015-01-08 14:00:00,131.9,304.1,117.6,133.2,43.0,7.1,0.95,17.0,99.9,8.89,21.24,4.71,29.5,Good
915,Delhi,2015-01-08 15:00:00,145.3,169.4,92.9,65.6,186.5,18.9,9.77,57.9,145.6,16.67,12.68,6.19,421.7,Satisfactory
920,Delhi,2015-01-08 16:00:00,300.3,598.2,196.5,46.9,167.8,14.8,6.42,80.2,128.1,11.87,11.28,7.37,176.6,Moderate
925,Delhi,2015-01-08 17:00:00,356.7,381.2,41.3,147.8,32.5,43.2,3.92,71.5,186.9,18.73,18.38,3.86,182.5,Good
930,Delhi,2015-01-08 18:00:00,147.4,93.8,30.4,111.3,144.9,31.6,2.66,28.3,155.4,5.63,7.04,7.68,52.0,Good
935,Delhi,2015-01-08 19:00:00,37.3,411.7,142.3,77.5,84.9,11.0,8.45,42.7,24.7,5.91,11.67,1.29,342.2,Severe
940,Delhi,2015-01-08 20:00:00,491.2,51.1,38.3,105.1,12.2,33.0,3.3,33.1,192.1,7.87,2.38,8.85,216.4,Very Poor
945,Delhi,2015-01-08 21:00:00,191.6,593.5,146.5,39.1,170.5,3.6,6.52,20.9,176.0,1.81,9.04,5.8,342.6,Very Poor
950,Delhi,2015-01-08 22:00:00,337.0,555.6,82.9,84.7,35.1,18.7,3.41,13.7,127.2,0.78,21.89,2.41,425.2,Satisfactory
955,Delhi,2015-01-08 23:00:00,260.5,82.9,18.4,90.9,238.6,30.5,0.38,36.1,46.8,7.12,4.95,4.48,145.8,Very Poor
960,Delhi,2015-01-09 00:00:00,263.2,218.9,112.6,132.9,225.4,13.5,5.31,74.9,146.8,3.09,18.1,0.7,432.1,Good
965,Delhi,2015-01-09 01:00:00,474.0,454.5,114.5,70.5,218.9,33.1,5.29,44.3,133.0,11.28,9.32,3.32,492.7,Satisfactory
970,Delhi,2015-01-09 02:00:00,437.9,507.1,190.5,92.3,185.4,8.8,4.25,7.4,174.4,18.12,9.83,5.76,97.8,Poor
975,Delhi,2015-01-09 03:00:00,446.7,516.4,149.4,110.9,70.3,29.4,7.25,70.7,59.0,2.86,20.52,0.87,110.3,Moderate
980,Delhi,2015-01-09 04:00:00,383.0,479.6,70.3,10.4,44.3,44.0,7.79,3.7,114.9,16.74,28.29,8.31,438.3,Good
985,Delhi,2015-01-09 05:00:00,485.1,544.4,119.8,93.7,140.9,8.9,6.76,11.3,19.7,0.31,23.09,5.54,229.6,Satisfactory
990,Delhi,2015-01-09 06:00:00,173.9,476.5,116.2,83.4,90.0,36.5,1.3,66.1,143.8,14.22,8.14,2.77,275.9,Moderate
995,Delhi,2015-01-09 07:00:00,130.5,412.5,186.8,106.9,155.8,28.9,8.58,14.1,164.6,17.61,15.63,7.2,211.7,Good
1000,Delhi,2015-01-09 08:00:00,490.2,63.6,95.0,88.9,197.9,24.2,5.93,38.7,191.2,9.51,26.11,2.93,159.3,Good
1005,Delhi,2015-01-09 09:00:00,268.1,218.1,103.5,105.2,80.2,24.9,3.68,47.8,148.3,17.8,19.46,7.39,59.4,Good
1010,Delhi,2015-01-09 10:00:00,211.2,31.9,25.2,79.7,20.1,38.9,2.61,76.4,169.0,18.18,11.58,5.12,499.8,Severe
1015,Delhi,2015-01-09 11:00:00,406.2,568.0,174.6,43.0,199.4,33.2,0.53,48.4,162.5,0.5,26.5,5.13,55.4,Satisfactory
1020,Delhi,2015-01-09 12:00:00,437.9,85.3,151.6,15.6,194.4,34.7,6.43,9.0,186.0,13.34,17.87,3.28,100.7,Poor
1025,Delhi,2015-01-09 13:00:00,411.6,211.3,145.1,16.7,159.4,0.9,6.75,93.3,121.0,15.74,26.35,8.09,446.9,Satisfactory
1030,Delhi,2015-01-09 14:00:00,101.7,3.7,0.3,135.5,134.5,4.0,7.66,63.2,70.0,13.4,27.56,4.38,250.0,Satisfactory
1035,Delhi,2015-01-09 15:00:00,370.1,512.8,179.7,11.0,194.7,5.9,2.17,74.3,178.7,10.18,11.76,5.18,13.0,Severe
1040,Delhi,2015-01-09 16:00:00,456.1,357.4,81.5,127.3,2.8,46.9,7.96,43.4,116.8,8.82,8.02,3.72,212.0,Very Poor
1045,Delhi,2015-01-09 17:00:00,129.4,286.0,192.9,68.3,117.7,43.6,7.98,96.7,44.3,5.23,15.3,3.32,392.1,Moderate
1050,Delhi,2015-01-09 18:00:00,417.5,266.8,102.2,77.0,200.3,13.6,3.87,68.1,93.9,5.16,2.28,3.7,64.9,Poor
1055,Delhi,2015-01-09 19:00:00,271.9,175.6,18.1,48.8,129.7,48.7,2.79,84.6,22.2,11.84,23.24,7.18,9.0,Poor
1060,Delhi,2015-01-09 20:00:00,116.4,156.7,66.7,18.3,43.2,41.6,7.24,60.2,127.4,1.92,3.74,7.78,410.6,Good
1065,Delhi,2015-01-09 21:00:00,158.7,153.6,4.0,131.5,99.5,11.1,7.04,76.8,86.4,6.95,15.57,3.77,258.3,Severe
1070,Delhi,2015-01-09 22:00:00,36.3,59.5,49.2,57.5,17.1,49.0,7.56,85.4,197.1,6.55,20.21,2.41,431.1,Poor
1075,Delhi,2015-01-09 23:00:00,241.7,33.9,108.6,118.3,18.3,20.4,3.95,11.4,14.9,9.4,18.86,8.47,128.3,Severe
1080,Delhi,2015-01-10 00:00:00,234.8,293.3,83.8,63.6,187.6,38.1,3.08,38.9,44.2,0.87,3.56,4.72,164.2,Moderate
1085,Delhi,2015-01-10 01:00:00,193.8,143.9,107.7,148.9,216.6,11.2,1.78,5.9,139.1,17.28,27.23,1.0,254.1,Good
1090,Delhi,2015-01-10 02:00:00,103.9,548.3,100.9,54.5,165.3,42.6,2.0,36.7,116.5,12.5,10.74,3.65,83.9,Moderate
1095,Delhi,2015-01-10 03:00:00,44.1,111.8,61.8,110.2,157.6,32.3,8.66,91.3,161.2,19.89,29.06,0.22,289.0,Very Poor
1100,Delhi,2015-01-10 04:00:00,497.9,267.2,110.7,118.6,122.3,12.6,6.53,95.7,9.8,7.91,18.4,7.24,223.6,Good
1105,Delhi,2015-01-10 05:00:00,429.6,533.8,37.8,103.7,116.7,20.3,3.27,34.3,147.9,17.06,14.88,4.25,187.5,Severe
1110,Delhi,2015-01-10 06:00:00,304.2,89.6,17.3,127.3,215.3,6.6,0.82,11.4,129.3,8.77,22.83,8.37,474.6,Very Poor
1115,Delhi,2015-01-10 07:00:00,183.5,247.8,126.2,56.8,106.1,10.4,2.57,11.5,174.5,11.19,26.6,7.74,336.4,Severe
1120,Delhi,2015-01-10 08:00:00,353.5,543.5,162.9,104.8,54.7,4.5,5.97,95.7,147.7,1.2,1.57,8.59,251.8,Severe
1125,Delhi,2015-01-10 09:00:00,59.6,64.8,70.7,58.2,28.7,5.9,5.69,36.0,186.6,19.27,23.37,0.46,372.4,Severe
1130,Delhi,2015-01-10 10:00:00,9.0,449.5,145.0,15.1,186.6,24.4,2.11,84.3,65.9,17.91,20.48,3.23,353.7,Good
1135,Delhi,2015-01-10 11:00:00,253.0,482.2,48.0,14.6,247.2,27.3,3.36,38.2,138.9,6.02,29.91,8.55,5.4,Poor
1140,Delhi,2015-01-10 12:00:00,115.0,463.1,109.6,22.3,198.3,36.8,1.2,62.8,17.1,13.49,8.92,9.43,107.8,Satisfactory
1145,Delhi,2015-01-10 13:00:00,343.8,498.0,182.9,66.6,9.0,30.7,1.4,69.8,54.5,13.33,27.78,9.39,359.8,Very Poor
1150,Delhi,2015-01-10 14:00:00,196.9,375.9,17.6,139.7,11.4,28.7,6.41,61.2,61.1,18.07,25.84,6.62,243.0,Poor
1155,Delhi,2015-01-10 15:00:00,312.3,227.2,174.7,70.5,231.5,36.5,6.35,8.2,140.4,9.77,7.16,6.62,275.0,Moderate
1160,Delhi,2015-01-10 16:00:00,178.9,318.2,84.9,56.4,61.9,8.3,4.95,83.9,76.9,2.91,27.04,2.32,87.5,Severe
1165,Delhi,2015-01-10 17:00:00,320.6,266.8,103.3,70.9,141.2,5.4,4.84,89.9,106.7,7.68,21.18,1.99,345.0,Severe
1170,Delhi,2015-01-10 18:00:00,227.1,128.7,158.3,12.7,144.7,32.3,3.74,79.7,94.2,1.64,16.31,0.93,92.0,Good
1175,Delhi,2015-01-10 19:00:00,399.9,311.0,15.8,127.9,18.4,26.3,0.23,27.6,58.0,12.62,3.01,2.83,188.2,Very Poor
1180,Delhi,2015-01-10 20:00:00,49.3,459.5,10.0,1.7,248.6,2.6,1.39,30.0,2.4,4.81,18.02,9.66,92.0,Good
1185,Delhi,2015-01-10 21:00:00,306.6,53.1,7.5,110.1,96.3,22.2,9.88,8.4,124.3,19.84,4.5,9.75,19.0,Satisfactory
1190,Delhi,2015-01-10 22:00:00,182.5,591.5,190.6,14.6,154.4,37.2,6.45,31.4,108.0,18.45,22.64,7.68,418.8,Moderate
1195,Delhi,2015-01-10 23:00:00,57.3,208.9,151.0,34.8,237.4,29.9,3.11,99.3,150.2,2.68,23.72,7.91,455.0,Good
1200,Delhi,2015-01-11 00:00:00,494.2,463.0,183.8,95.8,165.2,43.8,5.85,96.0,182.2,3.96,21.77,3.65,357.9,Good
1205,Delhi,2015-01-11 01:00:00,425.4,444.8,150.2,26.2,152.7,25.6,6.76,43.0,3.1,2.6,28.43,0.02,431.5,Very Poor
1210,Delhi,2015-01-11 02:00:00,281.7,104.7,123.8,33.6,142.6,31.8,8.87,29.4,127.2,19.63,3.56,3.57,35.3,Satisfactory
1215,Delhi,2015-01-11 03:00:00,283.6,315.7,188.7,21.1,56.1,49.8,8.01,87.6,154.6,11.54,21.85,1.88,153.8,Poor
1220,Delhi,2015-01-11 04:00:00,255.4,521.2,124.8,90.5,177.2,49.4,4.68,50.7,80.7,2.21,1.1,1.56,319.6,Moderate
1225,Delhi,2015-01-11 05:00:00,110.9,462.6,14.4,17.8,86.5,39.4,4.16,24.6,159.9,1.0,3.86,0.48,9.5,Satisfactory
1230,Delhi,2015-01-11 06:00:00,10.7,151.9,98.0,98.4,142.0,32.3,4.46,34.4,23.9,4.0,10.41,2.43,318.8,Severe
1235,Delhi,2015-01-11 07:00:00,350.4,487.3,30.1,15.8,188.4,37.0,6.98,52.3,123.0,9.11,15.27,6.52,338.2,Good
1240,Delhi,2015-01-11 08:00:00,152.3,251.3,115.9,76.4,117.1,26.2,4.07,1.4,37.6,2.14,2.05,1.92,102.3,Poor
1245,Delhi,2015-01-11 09:00:00,98.0,349.5,75.6,144.0,194.3,12.5,9.39,29.6,33.6,9.84,11.82,5.32,206.3,Satisfactory
1250,Delhi,2015-01-11 10:00:00,132.7,68.1,38.2,14.1,164.0,5.8,3.72,46.3,91.1,18.91,21.65,4.62,29.8,Good
1255,Delhi,2015-01-11 11:00:00,274.6,286.7,148.7,107.7,35.6,43.9,4.78,18.7,140.2,17.1,2.61,1.6,86.2,Moderate
1260,Delhi,2015-01-11 12:00:00,242.6,158.4,172.4,42.6,74.8,13.0,8.28,77.4,74.1,10.8,25.89,0.89,489.6,Good
1265,Delhi,2015-01-11 13:00:00,323.1,580.3,94.2,70.0,164.9,43.1,9.61,23.5,5.5,11.12,12.82,2.1,113.7,Very Poor
1270,Delhi,2015-01-11 14:00:00,164.9,370.6,120.5,116.6,82.8,34.0,1.78,52.8,182.6,11.62,17.65,0.51,330.0,Satisfactory
1275,Delhi,2015-01-11 15:00:00,252.4,296.2,168.5,11.1,62.7,12.7,9.22,80.8,199.4,14.75,7.89,1.98,319.6,Satisfactory
1280,Delhi,2015-01-11 16:00:00,140.4,508.0,0.9,113.3,83.4,46.5,9.67,0.2,109.5,16.41,20.94,4.18,470.9,Satisfactory
1285,Delhi,2015-01-11 17:00:00,433.8,75.9,163.1,36.1,165.2,6.0,6.81,10.5,41.2,13.01,4.59,8.68,277.7,Moderate
1290,Delhi,2015-01-11 18:00:00,281.6,72.7,59.1,103.5,93.9,27.9,3.52,87.8,173.5,19.0,21.98,7.45,90.8,Good
1295,Delhi,2015-01-11 19:00:00,223.6,143.0,125.2,137.1,20.8,48.0,1.16,46.2,128.4,15.87,27.76,5.79,116.0,Very Poor
1300,Delhi,2015-01-11 20:00:00,390.6,501.6,48.8,145.3,90.1,28.4,9.89,18.0,87.3,19.89,28.1,0.3,462.4,Very Poor
1305,Delhi,2015-01-11 21:00:00,245.5,47.1,91.1,118.2,226.6,20.0,1.35,29.5,197.5,17.15,9.36,3.52,227.6,Good
1310,Delhi,2015-01-11 22:00:00,105.2,277.7,0.5,50.7,107.1,7.7,8.29,53.6,84.0,19.69,22.58,9.75,376.2,Satisfactory
1315,Delhi,2015-01-11 23:00:00,68.6,368.7,58.4,104.8,228.6,19.9,2.0,34.8,91.6,2.9,23.67,6.81,285.3,Very Poor
1320,Delhi,2015-01-12 00:00:00,384.2,145.2,93.6,43.1,3.2,16.4,7.91,38.2,61.9,6.89,27.04,3.92,135.0,Very Poor
1325,Delhi,2015-01-12 01:00:00,216.0,365.0,22.2,149.5,126.3,17.4,8.25,33.3,94.5,12.89,24.89,1.22,433.1,Good
1330,Delhi,2015-01-12 02:00:00,406.0,489.8,197.0,130.0,51.8,18.8,2.61,88.3,136.1,4.03,2.27,7.93,112.5,Severe
1335,Delhi,2015-01-12 03:00:00,476.2,275.2,196.8,139.8,69.6,28.3,2.28,59.5,126.0,19.21,16.14,9.23,168.9,Very Poor
1340,Delhi,2015-01-12 04:00:00,99.2,373.0,41.2,102.5,130.7,44.1,4.59,86.5,101.0,5.14,23.06,8.63,234.5,Satisfactory
1345,Delhi,2015-01-12 05:00:00,201.9,529.1,51.2,143.7,32.3,23.5,1.88,31.8,104.4,18.14,21.79,0.12,275.6,Poor
1350,Delhi,2015-01-12 06:00:00,89.6,167.5,90.3,44.6,104.6,20.7,3.19,74.7,108.9,14.49,17.69,7.69,391.6,Satisfactory
1355,Delhi,2015-01-12 07:00:00,231.5,148.0,140.3,125.1,42.6,14.2,6.7,46.7,183.1,10.85,25.91,6.74,7.9,Good
1360,Delhi,2015-01-12 08:00:00,439.4,476.1,100.2,145.4,17.8,29.2,7.27,41.6,73.3,16.53,6.19,1.37,366.8,Good
1365,Delhi,2015-01-12 09:00:00,261.8,279.9,160.9,131.6,48.1,48.5,5.47,30.0,110.2,1.73,10.13,0.61,217.4,Very Poor
1370,Delhi,2015-01-12 10:00:00,63.7,552.0,73.8,26.7,47.2,16.2,9.11,15.0,100.2,18.89,26.61,3.17,2.4,Very Poor
1375,Delhi,2015-01-12 11:00:00,411.0,591.3,0.6,64.8,1.1,5.2,5.23,82.0,124.0,11.6,26.17,9.89,164.2,Satisfactory
1380,Delhi,2015-01-12 12:00:00,229.7,518.8,120.2,10.6,101.6,32.2,6.0,7.0,79.5,2.6,13.95,6.36,159.8,Very Poor
1385,Delhi,2015-01-12 13:00:00,282.4,392.9,96.3,89.7,44.0,15.8,5.16,92.6,97.5,13.63,21.12,7.58,378.4,Severe
1390,Delhi,2015-01-12 14:00:00,466.6,599.6,57.3,72.9,201.6,9.3,0.26,46.9,11.6,14.52,21.45,4.29,67.5,Very Poor
1395,Delhi,2015-01-12 15:00:00,282.0,437.8,90.8,130.2,169.8,39.9,0.31,18.4,140.8,2.6,12.12,4.91,182.4,Severe
1400,Delhi,2015-01-12 16:00:00,428.9,98.5,171.4,32.0,114.2,15.5,4.72,20.5,176.7,11.12,4.11,1.37,229.9,Good
1405,Delhi,2015-01-12 17:00:00,223.2,156.0,154.6,43.8,12.8,1.6,9.52,2.4,149.5,15.87,14.12,0.21,241.9,Poor
1410,Delhi,2015-01-12 18:00:00,5.5,298.5,152.7,101.9,196.1,49.9,6.44,94.7,141.9,15.49,28.39,5.64,123.9,Poor
1415,Delhi,2015-01-12 19:00:00,93.4,106.9,189.7,62.1,138.5,42.7,1.88,13.0,88.3,15.59,10.63,6.93,10.2,Good
1420,Delhi,2015-01-12 20:00:00,268.9,524.2,163.9,53.5,13.9,3.5,6.24,21.9,144.4,18.07,27.6,7.62,377.3,Moderate
1425,Delhi,2015-01-12 21:00:00,0.3,137.9,169.9,66.0,24.0,36.4,3.45,28.8,153.6,17.0,1.19,3.85,309.3,Very Poor
1430,Delhi,2015-01-12 22:00:00,416.5,407.2,112.1,74.7,182.7,43.8,6.59,48.3,119.2,9.04,10.56,6.0,466.1,Severe
1435,Delhi,2015-01-12 23:00:00,291.6,251.6,36.4,7.2,3.2,28.3,8.86,77.2,145.5,0.38,3.49,9.37,167.9,Good
1440,Delhi,2015-01-13 00:00:00,351.4,329.8,39.1,103.4,179.6,39.6,4.3,20.0,57.6,12.07,2.01,2.08,382.9,Severe
1445,Delhi,2015-01-13 01:00:00,21.3,303.1,33.1,78.6,249.0,21.4,1.95,95.3,166.6,18.94,14.48,5.13,101.9,Poor
1450,Delhi,2015-01-13 02:00:00,284.6,76.8,89.6,25.0,211.9,7.9,9.82,78.9,150.3,16.63,11.69,7.61,108.1,Moderate
1455,Delhi,2015-01-13 03:00:00,122.1,292.5,183.4,120.8,133.8,48.5,7.1,11.0,197.4,1.68,13.43,5.4,290.5,Satisfactory
1460,Delhi,2015-01-13 04:00:00,347.1,93.7,145.6,17.8,194.2,47.5,3.36,24.2,131.0,11.64,22.81,2.09,313.7,Good
1465,Delhi,2015-01-13 05:00:00,101.7,229.3,188.1,42.4,71.0,38.8,6.57,35.2,168.4,2.64,25.0,0.31,32.7,Severe
1470,Delhi,2015-01-13 06:00:00,68.5,524.8,67.3,99.2,103.7,0.8,2.25,94.1,92.8,9.51,10.55,4.81,80.9,Poor
1475,Delhi,2015-01-13 07:00:00,172.3,83.6,18.1,119.3,244.2,30.9,9.85,39.8,36.0,0.25,11.35,6.18,35.6,Very Poor
1480,Delhi,2015-01-13 08:00:00,316.0,145.5,132.7,67.2,157.1,48.7,2.41,29.5,150.0,17.11,12.77,5.82,265.9,Poor
1485,Delhi,2015-01-13 09:00:00,15.5,353.6,146.7,91.4,141.5,17.8,4.96,42.4,6.7,7.77,20.82,4.38,307.6,Very Poor
1490,Delhi,2015-01-13 10:00:00,195.8,545.5,184.2,87.6,89.2,16.3,3.3,25.0,40.0,10.58,11.68,5.81,12.1,Poor
1495,Delhi,2015-01-13 11:00:00,293.9,149.9,71.1,95.3,155.1,36.7,0.47,47.3,162.6,9.08,14.25,9.3,8.3,Satisfactory
1500,Delhi,2015-01-13 12:00:00,267.4,294.2,77.8,42.6,177.3,12.1,1.35,79.5,162.1,19.26,9.4,2.73,275.6,Good
1505,Delhi,2015-01-13 13:00:00,46.8,487.9,162.1,107.3,182.7,46.4,7.49,63.3,35.1,9.91,16.61,5.23,360.5,Very Poor
1510,Delhi,2015-01-13 14:00:00,481.6,366.6,31.6,30.0,96.2,48.1,7.54,15.3,73.3,9.12,4.85,0.41,205.4,Very Poor
1515,Delhi,2015-01-13 15:00:00,323.4,15.1,110.1,67.7,128.3,17.4,3.17,30.9,10.6,9.99,8.4,0.58,270.6,Good
1520,Delhi,2015-01-13 16:00:00,183.5,308.8,44.7,86.4,122.9,45.4,2.82,44.9,95.9,4.75,9.41,9.79,366.1,Severe
1525,Delhi,2015-01-13 17:00:00,322.5,317.4,136.6,72.1,143.6,20.1,9.41,56.2,59.9,3.97,20.79,2.03,72.5,Very Poor
1530,Delhi,2015-01-13 18:00:00,146.0,282.1,81.3,80.2,105.1,44.0,3.51,51.4,176.1,8.86,28.72,0.92,310.3,Severe
1535,Delhi,2015-01-13 19:00:00,67.7,262.0,185.7,83.5,5.6,14.9,4.41,2.8,164.0,2.05,16.7,3.83,293.8,Satisfactory
1540,Delhi,2015-01-13 20:00:00,23.5,499.8,138.8,84.0,69.0,43.6,9.05,50.9,102.6,1.47,8.14,6.83,106.0,Very Poor
1545,Delhi,2015-01-13 21:00:00,207.0,411.8,138.8,99.0,239.5,26.7,8.63,20.2,12.9,19.7,2.57,4.94,361.9,Poor
1550,Delhi,2015-01-13 22:00:00,54.3,13.2,157.2,121.3,203.4,34.6,5.24,46.7,24.4,16.84,12.54,6.67,456.3,Very Poor
1555,Delhi,2015-01-13 23:00:00,420.3,185.6,50.9,50.6,164.7,48.7,2.05,52.8,173.3,15.32,9.21,0.65,280.0,Good
1560,Delhi,2015-01-14 00:00:00,26.9,170.6,135.7,121.7,68.5,6.6,0.88,77.2,111.4,7.79,8.76,3.08,318.6,Severe
1565,Delhi,2015-01-14 01:00:00,309.0,86.1,110.6,37.1,182.6,19.0,1.74,30.6,163.4,3.59,26.15,0.78,181.5,Moderate
1570,Delhi,2015-01-14 02:00:00,26.0,201.7,70.9,131.6,84.1,43.5,8.0,78.2,81.5,1.76,18.24,3.03,217.9,Moderate
1575,Delhi,2015-01-14 03:00:00,359.7,207.5,154.5,1.4,75.5,3.5,4.63,91.3,163.8,17.08,27.68,6.61,447.3,Moderate
1580,Delhi,2015-01-14 04:00:00,61.2,171.7,29.5,7.4,7.6,0.3,9.87,9.4,34.9,4.91,18.68,6.97,347.1,Moderate
1585,Delhi,2015-01-14 05:00:00,367.9,496.7,76.1,107.5,124.3,42.9,4.64,30.1,189.5,11.17,22.97,5.92,318.9,Moderate
1590,Delhi,2015-01-14 06:00:00,255.5,580.1,32.5,129.0,183.2,31.8,2.69,83.8,16.3,18.42,16.39,6.12,104.6,Poor
1595,Delhi,2015-01-14 07:00:00,429.5,156.7,46.5,32.4,69.8,48.1,6.53,41.7,129.0,17.52,11.62,4.92,339.0,Good
1600,Delhi,2015-01-14 08:00:00,21.8,235.7,61.1,119.4,31.1,47.4,5.93,84.5,113.3,5.97,24.63,1.01,293.3,Severe
1605,Delhi,2015-01-14 09:00:00,38.4,260.4,147.1,64.5,109.4,12.3,3.55,76.6,83.4,9.12,8.15,8.08,225.7,Satisfactory
1610,Delhi,2015-01-14 10:00:00,292.1,535.4,69.6,144.9,204.0,1.9,6.73,50.1,92.6,13.96,3.95,8.2,168.7,Poor
1615,Delhi,2015-01-14 11:00:00,241.0,223.9,22.3,132.8,190.5,33.5,6.05,23.1,138.7,0.05,17.48,7.44,403.9,Severe
1620,Delhi,2015-01-14 12:00:00,154.6,133.6,16.8,105.3,70.0,41.6,1.48,49.5,36.1,9.87,3.2,8.11,36.5,Very Poor
1625,Delhi,2015-01-14 13:00:00,469.6,36.2,52.6,26.9,108.3,3.2,7.59,18.0,149.2,11.99,17.23,4.29,225.6,Poor
1630,Delhi,2015-01-14 14:00:00,353.4,575.7,177.7,96.2,92.5,4.5,4.42,2.8,68.4,14.51,25.61,4.35,452.0,Very Poor
1635,Delhi,2015-01-14 15:00:00,155.7,399.5,66.6,31.6,76.9,16.3,2.55,68.8,147.3,4.85,13.22,0.99,129.4,Good
1640,Delhi,2015-01-14 16:00:00,288.0,175.6,110.5,38.2,141.2,6.9,1.2,55.5,104.0,16.24,27.83,1.21,371.5,Severe
1645,Delhi,2015-01-14 17:00:00,479.3,80.8,193.4,69.5,154.9,34.3,5.0,67.5,2.3,19.96,18.52,2.01,140.9,Moderate
1650,Delhi,2015-01-14 18:00:00,270.5,310.1,155.4,97.5,11.3,23.0,5.92,3.2,197.2,8.88,9.03,6.25,128.2,Poor
1655,Delhi,2015-01-14 19:00:00,217.8,557.6,158.3,79.7,30.3,7.4,3.63,48.3,8.8,16.41,16.78,7.01,45.5,Poor
1660,Delhi,2015-01-14 20:00:00,83.8,83.8,46.7,18.0,66.9,3.2,6.16,0.3,168.1,13.03,4.04,8.7,455.8,Poor
1665,Delhi,2015-01-14 21:00:00,169.3,481.7,104.8,147.8,93.5,39.9,2.47,70.4,145.6,0.34,26.15,8.05,372.7,Very Poor
1670,Delhi,2015-01-14 22:00:00,341.4,320.0,79.7,40.4,153.5,34.3,6.74,64.6,154.9,3.16,27.99,8.89,298.4,Satisfactory
1675,Delhi,2015-01-14 23:00:00,167.5,430.3,54.4,146.9,219.7,0.2,7.19,36.8,86.6,7.58,24.56,2.53,154.3,Very Poor
1680,Delhi,2015-01-15 00:00:00,7.6,339.6,138.2,77.7,93.9,28.5,2.19,67.0,41.2,19.46,15.87,6.57,291.8,Poor
1685,Delhi,2015-01-15 01:00:00,68.8,482.9,125.1,46.4,176.4,34.0,8.22,17.5,199.7,8.53,17.47,1.35,405.9,Very Poor
1690,Delhi,2015-01-15 02:00:00,26.4,584.4,82.7,37.4,40.2,35.1,5.83,2.5,11.7,11.33,11.93,6.64,352.6,Satisfactory
1695,Delhi,2015-01-15 03:00:00,194.5,479.8,176.3,32.1,107.2,31.6,5.84,38.4,21.3,8.32,22.94,9.97,343.4,Moderate
1700,Delhi,2015-01-15 04:00:00,171.0,318.0,199.7,31.2,113.8,6.2,1.95,44.7,132.2,14.54,0.95,2.17,336.3,Moderate
1705,Delhi,2015-01-15 05:00:00,435.1,370.6,24.2,102.3,37.8,45.1,7.76,53.4,126.5,10.67,23.99,3.58,114.4,Satisfactory
1710,Delhi,2015-01-15 06:00:00,53.8,242.2,173.5,83.3,222.1,17.6,6.9,49.2,130.5,7.08,19.38,7.84,460.3,Good
1715,Delhi,2015-01-15 07:00:00,278.3,242.0,108.4,140.5,108.8,10.3,5.93,9.3,118.0,19.44,7.69,2.47,10.3,Satisfactory
1720,Delhi,2015-01-15 08:00:00,130.0,156.0,51.3,70.3,79.8,6.6,8.93,35.6,184.4,18.69,25.91,7.33,354.4,Severe
1725,Delhi,2015-01-15 09:00:00,151.0,162.2,148.1,149.6,14.1,30.7,4.71,81.3,52.2,8.2,5.5,3.34,396.7,Poor
1730,Delhi,2015-01-15 10:00:00,265.3,48.7,150.9,112.5,200.1,27.6,8.39,76.0,43.5,10.91,10.97,9.82,269.5,Satisfactory
1735,Delhi,2015-01-15 11:00:00,152.0,204.6,22.4,74.4,136.3,21.5,0.83,65.7,145.4,16.52,7.1,2.0,51.8,Very Poor
1740,Delhi,2015-01-15 12:00:00,173.5,304.7,137.4,0.5,202.8,38.7,9.82,14.0,28.9,3.94,18.83,7.63,375.1,Very Poor
1745,Delhi,2015-01-15 13:00:00,373.5,344.1,173.1,142.8,242.9,12.2,1.09,46.7,140.8,12.83,2.83,0.58,63.4,Good
1750,Delhi,2015-01-15 14:00:00,420.6,123.1,124.1,93.7,104.6,38.5,4.47,87.0,160.2,15.1,15.87,1.16,258.6,Satisfactory
1755,Delhi,2015-01-15 15:00:00,135.7,531.9,85.1,99.9,43.3,5.0,3.14,75.9,169.9,15.69,29.18,3.17,168.1,Good
1760,Delhi,2015-01-15 16:00:00,343.1,524.1,100.9,65.4,80.3,44.6,0.41,58.9,121.9,7.75,28.05,5.09,427.1,Poor
1765,Delhi,2015-01-15 17:00:00,437.6,396.7,11.1,108.6,194.8,48.5,8.84,25.3,12.8,8.66,11.2,9.58,150.6,Moderate
1770,Delhi,2015-01-15 18:00:00,447.4,173.8,124.7,7.4,216.9,42.7,3.04,34.5,103.3,4.73,2.64,1.6,464.9,Satisfactory
1775,Delhi,2015-01-15 19:00:00,241.5,322.1,182.4,135.8,136.3,32.1,1.85,43.1,44.7,8.37,0.1,1.07,402.8,Severe
1780,Delhi,2015-01-15 20:00:00,333.6,212.6,152.2,84.5,197.0,20.5,7.71,68.5,175.4,19.42,20.7,8.54,491.2,Good
1785,Delhi,2015-01-15 21:00:00,181.3,338.3,79.5,92.0,178.2,27.7,5.94,39.6,46.5,8.83,8.6,8.14,355.8,Poor
1790,Delhi,2015-01-15 22:00:00,183.4,371.3,197.0,98.7,28.7,3.2,7.77,46.5,99.0,13.96,9.92,0.68,117.3,Satisfactory
